WGS_ID,PEN,TET,SPCTINO,CFX,CRO,CIPRO,AZI,YEAR,ArrayExpress_Species,AssemblyName,AvgSpotLen,BioSample,Experiment,InsertSize,Instrument,Library_Name,LoadDate,MBases,MBytes,Organism,ReleaseDate,Run,SRA_Sample,Sample_Name,Assay_Type,BioProject,Center_Name,Consent,LibraryLayout,LibrarySelection,LibrarySource,Platform,SRA_Study
GCGS0932,4,4,1,0.25,0.06,32,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165261,ERX934553,236,Illumina HiSeq 2000,12711118,1/17/16,489,264,Neisseria gonorrhoeae,4/15/15,ERR854915,ERS621373,12CFX_T_019-sc-2186423,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0933,4,4,1,0.125,0.063,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165280,ERX934566,236,Illumina HiSeq 2000,12711179,1/17/16,519,277,Neisseria gonorrhoeae,4/15/15,ERR854928,ERS621392,12CFX_T_033-sc-2186442,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0934,0.25,0.5,1,0.063,0.032,2,0.063,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165308,ERX934584,236,Illumina HiSeq 2000,12711205,1/17/16,428,225,Neisseria gonorrhoeae,4/15/15,ERR854946,ERS621420,13CFX_T_007-sc-2186470,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0935,2,2,1,0.25,0.03,8,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165305,ERX934582,236,Illumina HiSeq 2000,12711181,1/17/16,461,243,Neisseria gonorrhoeae,4/15/15,ERR854944,ERS621417,13CFX_T_005-sc-2186467,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0936,4,4,1,0.25,0.06,32,1,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165739,ERX935053,230,Illumina HiSeq 2000,12744989,1/17/16,459,232,Neisseria gonorrhoeae,4/15/15,ERR855415,ERS621851,11CFX_T_036-sc-2186905,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0937,4,4,1,0.25,0.125,32,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165743,ERX935056,230,Illumina HiSeq 2000,12745025,1/17/16,494,253,Neisseria gonorrhoeae,4/15/15,ERR855418,ERS621855,11CFX_T_039-sc-2186909,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0938,4,2,1,1,0.25,16,2,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165279,ERX934565,236,Illumina HiSeq 2000,12711167,1/17/16,608,323,Neisseria gonorrhoeae,4/15/15,ERR854927,ERS621391,12CFX_T_032-sc-2186441,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0939,2,2,1,0.25,0.06,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165723,ERX935042,230,Illumina HiSeq 2000,12745047,1/17/16,505,261,Neisseria gonorrhoeae,4/15/15,ERR855404,ERS621835,13CFX_T_013-sc-2186889,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0940,2,2,1,0.25,0.03,8,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165304,ERX934581,236,Illumina HiSeq 2000,12711169,1/17/16,505,265,Neisseria gonorrhoeae,4/15/15,ERR854943,ERS621416,13CFX_T_010-sc-2186466,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0941,1,1,1,0.25,0.03,0.015,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233686,ERX1048357,250,Illumina HiSeq 2000,13418065,1/19/16,514,263,Neisseria gonorrhoeae,7/29/15,ERR971380,ERS655066,11CFX_T_056-sc-2204593,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0942,4,4,1,0.25,0.06,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165647,ERX934923,233,Illumina HiSeq 2000,12737324,1/17/16,509,254,Neisseria gonorrhoeae,4/15/15,ERR855285,ERS621759,12CFX_T_048-sc-2186813,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0943,2,4,1,0.25,0.06,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165246,ERX934542,236,Illumina HiSeq 2000,12711176,1/17/16,508,269,Neisseria gonorrhoeae,4/15/15,ERR854904,ERS621358,12CFX_T_008-sc-2186408,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0944,2,2,1,0.25,0.06,16,0.5,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165221,ERX934522,236,Illumina HiSeq 2000,12711126,1/17/16,504,266,Neisseria gonorrhoeae,4/15/15,ERR854884,ERS621333,05CFX_T_003-sc-2186383,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0945,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165753,ERX935063,230,Illumina HiSeq 2000,12745014,1/17/16,449,228,Neisseria gonorrhoeae,4/15/15,ERR855425,ERS621865,11CFX_T_046-sc-2186919,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0946,2,2,1,0.25,0.125,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165728,ERX935046,230,Illumina HiSeq 2000,12745000,1/17/16,477,241,Neisseria gonorrhoeae,4/15/15,ERR855408,ERS621840,11CFX_T_023-sc-2186894,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0947,2,4,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165720,ERX935040,230,Illumina HiSeq 2000,12745023,1/17/16,471,241,Neisseria gonorrhoeae,4/15/15,ERR855402,ERS621832,11CFX_T_051-sc-2186886,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0948,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165731,ERX935048,230,Illumina HiSeq 2000,12745024,1/17/16,471,238,Neisseria gonorrhoeae,4/15/15,ERR855410,ERS621843,11CFX_T_027-sc-2186897,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0949,2,2,1,0.25,0.06,8,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233698,ERX1033998,250,Illumina HiSeq 2000,13418285,1/16/16,515,254,Neisseria gonorrhoeae,7/8/15,ERR956675,ERS655078,11CFX_T_068-sc-2204605,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0950,2,2,1,0.25,0.125,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233696,ERX1033997,250,Illumina HiSeq 2000,13418273,1/16/16,554,275,Neisseria gonorrhoeae,7/8/15,ERR956674,ERS655076,11CFX_T_066-sc-2204603,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0951,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233692,ERX1033993,250,Illumina HiSeq 2000,13418225,1/16/16,503,250,Neisseria gonorrhoeae,7/8/15,ERR956670,ERS655072,11CFX_T_062-sc-2204599,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0952,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165626,ERX934912,233,Illumina HiSeq 2000,12737287,1/17/16,488,244,Neisseria gonorrhoeae,4/15/15,ERR855274,ERS621738,11CFX_T_009-sc-2186792,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0953,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165632,ERX934918,233,Illumina HiSeq 2000,12737264,1/17/16,455,228,Neisseria gonorrhoeae,4/15/15,ERR855280,ERS621744,11CFX_T_015-sc-2186798,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0954,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165627,ERX934913,233,Illumina HiSeq 2000,12737299,1/17/16,472,235,Neisseria gonorrhoeae,4/15/15,ERR855275,ERS621739,11CFX_T_010-sc-2186793,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0955,2,2,1,0.25,0.06,8,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165766,ERX935072,230,Illumina HiSeq 2000,12745027,1/17/16,480,242,Neisseria gonorrhoeae,4/15/15,ERR855434,ERS621878,11CFX_T_032-sc-2186932,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0956,2,4,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165628,ERX934914,233,Illumina HiSeq 2000,12737311,1/17/16,473,238,Neisseria gonorrhoeae,4/15/15,ERR855276,ERS621740,11CFX_T_011-sc-2186794,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0957,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233704,ERX1034004,250,Illumina HiSeq 2000,13418262,1/16/16,581,291,Neisseria gonorrhoeae,7/8/15,ERR956681,ERS655084,11CFX_T_073-sc-2204611,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0958,2,2,1,0.25,0.125,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165747,ERX935059,230,Illumina HiSeq 2000,12744966,1/17/16,444,222,Neisseria gonorrhoeae,4/15/15,ERR855421,ERS621859,11CFX_T_042-sc-2186913,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0959,4,2,1,0.25,0.125,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165282,ERX934567,236,Illumina HiSeq 2000,12711191,1/17/16,472,256,Neisseria gonorrhoeae,4/15/15,ERR854929,ERS621394,12CFX_T_034-sc-2186444,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0960,2,2,1,0.25,0.125,8,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165257,ERX934550,236,Illumina HiSeq 2000,12711177,1/17/16,456,252,Neisseria gonorrhoeae,4/15/15,ERR854912,ERS621369,12CFX_T_016-sc-2186419,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0961,2,4,1,0.25,0.125,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165252,ERX934546,236,Illumina HiSeq 2000,12711129,1/17/16,433,230,Neisseria gonorrhoeae,4/15/15,ERR854908,ERS621364,12CFX_T_012-sc-2186414,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0962,2,4,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165268,ERX934505,236,Illumina HiSeq 2000,12711112,1/16/16,424,224,Neisseria gonorrhoeae,4/15/15,ERR854867,ERS621380,12CFX_T_024-sc-2186430,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0963,2,2,1,0.25,0.06,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233700,ERX1034000,250,Illumina HiSeq 2000,13418214,1/16/16,455,227,Neisseria gonorrhoeae,7/8/15,ERR956677,ERS655080,13CFX_T_020-sc-2204607,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0964,0.5,0.5,1,0.25,0.03,0.015,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165619,ERX934905,233,Illumina HiSeq 2000,12737298,1/17/16,542,271,Neisseria gonorrhoeae,4/15/15,ERR855267,ERS621731,11CFX_T_002-sc-2186785,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0965,4,2,1,0.25,0.06,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233694,ERX1033995,250,Illumina HiSeq 2000,13418249,1/16/16,516,258,Neisseria gonorrhoeae,7/8/15,ERR956672,ERS655074,11CFX_T_064-sc-2204601,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0966,4,4,1,0.25,0.125,32,1,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165758,ERX935067,230,Illumina HiSeq 2000,12744967,1/17/16,464,236,Neisseria gonorrhoeae,4/15/15,ERR855429,ERS621870,11CFX_T_022-sc-2186924,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0967,4,4,1,0.25,0.03,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165629,ERX934915,233,Illumina HiSeq 2000,12737323,1/17/16,498,253,Neisseria gonorrhoeae,4/15/15,ERR855277,ERS621741,11CFX_T_012-sc-2186795,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0968,1,1,1,0.125,0.032,4,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165742,ERX935055,230,Illumina HiSeq 2000,12745013,1/17/16,477,246,Neisseria gonorrhoeae,4/15/15,ERR855417,ERS621854,11CFX_T_038-sc-2186908,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0969,4,4,1,0.25,0.06,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165623,ERX934909,233,Illumina HiSeq 2000,12737251,1/17/16,496,249,Neisseria gonorrhoeae,4/15/15,ERR855271,ERS621735,11CFX_T_006-sc-2186789,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0970,1,2,1,0.25,0.03,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165760,ERX935068,230,Illumina HiSeq 2000,12744979,1/17/16,433,220,Neisseria gonorrhoeae,4/15/15,ERR855430,ERS621872,11CFX_T_024-sc-2186926,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0971,2,4,1,0.25,0.06,16,1,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165622,ERX934908,233,Illumina HiSeq 2000,12737239,1/17/16,508,253,Neisseria gonorrhoeae,4/15/15,ERR855270,ERS621734,11CFX_T_005-sc-2186788,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0972,2,4,1,0.25,0.06,16,1,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165633,ERX934919,233,Illumina HiSeq 2000,12737276,1/17/16,478,237,Neisseria gonorrhoeae,4/15/15,ERR855281,ERS621745,11CFX_T_016-sc-2186799,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0973,2,2,1,0.25,0.06,8,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165644,ERX934922,233,Illumina HiSeq 2000,12737312,1/17/16,470,235,Neisseria gonorrhoeae,4/15/15,ERR855284,ERS621756,11CFX_T_019-sc-2186810,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0974,1,2,1,0.25,0.06,16,1,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233685,ERX1048356,250,Illumina HiSeq 2000,13418053,1/19/16,568,292,Neisseria gonorrhoeae,7/29/15,ERR971379,ERS655065,11CFX_T_055-sc-2204592,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0975,2,2,1,0.25,0.06,32,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233693,ERX1033994,250,Illumina HiSeq 2000,13418237,1/16/16,499,249,Neisseria gonorrhoeae,7/8/15,ERR956671,ERS655073,11CFX_T_063-sc-2204600,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0976,4,4,1,0.25,0.06,32,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165625,ERX934911,233,Illumina HiSeq 2000,12737275,1/17/16,501,250,Neisseria gonorrhoeae,4/15/15,ERR855273,ERS621737,11CFX_T_008-sc-2186791,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0977,2,4,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165650,ERX934924,233,Illumina HiSeq 2000,12737241,1/17/16,491,246,Neisseria gonorrhoeae,4/15/15,ERR855286,ERS621762,12CFX_T_049-sc-2186816,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0978,2,2,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233712,ERX1034012,250,Illumina HiSeq 2000,13418263,1/16/16,579,289,Neisseria gonorrhoeae,7/8/15,ERR956689,ERS655092,12CFX_T_039-sc-2204619,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0979,2,4,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165277,ERX934564,236,Illumina HiSeq 2000,12711155,1/17/16,532,285,Neisseria gonorrhoeae,4/15/15,ERR854926,ERS621389,12CFX_T_031-sc-2186439,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0980,2,4,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233713,ERX1034013,250,Illumina HiSeq 2000,13418275,1/16/16,515,260,Neisseria gonorrhoeae,7/8/15,ERR956690,ERS655093,12CFX_T_030-sc-2204620,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0981,2,4,1,0.25,0.06,16,0.5,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165295,ERX934506,236,Illumina HiSeq 2000,12711124,1/17/16,373,200,Neisseria gonorrhoeae,4/15/15,ERR854868,ERS621407,12CFX_T_044-sc-2186457,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0982,2,4,1,0.25,0.06,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165283,ERX934568,236,Illumina HiSeq 2000,12711203,1/17/16,488,263,Neisseria gonorrhoeae,4/15/15,ERR854930,ERS621395,12CFX_T_035-sc-2186445,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0983,4,2,1,0.25,0.06,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165287,ERX934571,236,Illumina HiSeq 2000,12711144,1/17/16,569,305,Neisseria gonorrhoeae,4/15/15,ERR854933,ERS621399,12CFX_T_038-sc-2186449,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0984,2,1,1,0.25,0.06,16,0.25,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165256,ERX934549,236,Illumina HiSeq 2000,12711165,1/17/16,477,252,Neisseria gonorrhoeae,4/15/15,ERR854911,ERS621368,12CFX_T_015-sc-2186418,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0985,4,2,1,0.25,0.06,16,1,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165254,ERX934548,236,Illumina HiSeq 2000,12711153,1/17/16,462,245,Neisseria gonorrhoeae,4/15/15,ERR854910,ERS621366,12CFX_T_014-sc-2186416,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0986,4,4,1,0.25,0.06,16,0.25,2012,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165284,ERX934569,236,Illumina HiSeq 2000,12711120,1/17/16,492,259,Neisseria gonorrhoeae,4/15/15,ERR854931,ERS621396,12CFX_T_036-sc-2186446,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0987,2,4,1,0.25,0.06,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165724,ERX935043,230,Illumina HiSeq 2000,12744964,1/17/16,436,225,Neisseria gonorrhoeae,4/15/15,ERR855405,ERS621836,13CFX_T_014-sc-2186890,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0988,2,2,1,0.25,0.03,8,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165722,ERX935041,230,Illumina HiSeq 2000,12745035,1/17/16,463,240,Neisseria gonorrhoeae,4/15/15,ERR855403,ERS621834,13CFX_T_012-sc-2186888,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0989,2,4,1,0.25,0.03,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165301,ERX934579,236,Illumina HiSeq 2000,12711145,1/17/16,542,284,Neisseria gonorrhoeae,4/15/15,ERR854941,ERS621413,13CFX_T_002-sc-2186463,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0990,1,1,1,0.125,0.032,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165288,ERX934572,236,Illumina HiSeq 2000,12711156,1/17/16,529,282,Neisseria gonorrhoeae,4/15/15,ERR854934,ERS621400,13CFX_T_011-sc-2186450,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0991,0.5,2,1,0.125,0.032,16,0.5,2013,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165727,ERX935045,230,Illumina HiSeq 2000,12744988,1/17/16,457,231,Neisseria gonorrhoeae,4/15/15,ERR855407,ERS621839,13CFX_T_016-sc-2186893,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0992,2,2,1,0.25,0.06,16,0.5,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233703,ERX1034003,250,Illumina HiSeq 2000,13418250,1/16/16,545,276,Neisseria gonorrhoeae,7/8/15,ERR956680,ERS655083,11CFX_T_072-sc-2204610,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0993,1,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165624,ERX934910,233,Illumina HiSeq 2000,12737263,1/17/16,492,245,Neisseria gonorrhoeae,4/15/15,ERR855272,ERS621736,11CFX_T_007-sc-2186790,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0994,2,2,1,0.25,0.06,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233690,ERX1033991,250,Illumina HiSeq 2000,13418201,1/16/16,505,249,Neisseria gonorrhoeae,7/8/15,ERR956668,ERS655070,11CFX_T_060-sc-2204597,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0995,2,2,1,0.25,0.125,16,0.25,2011,Neisseria gonorrhoeae,BioProject23,200,SAMEA3233699,ERX1033999,250,Illumina HiSeq 2000,13418202,1/16/16,529,264,Neisseria gonorrhoeae,7/8/15,ERR956676,ERS655079,11CFX_T_069-sc-2204606,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
